baseline_id,baseline,trial_id,group,attack_id,service_effect,evidence_class
B0,Workload identity + ABAC [21],cloud-A10-099,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-100,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-101,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-102,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-103,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-104,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-105,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-106,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-107,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-108,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-109,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-110,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-111,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-112,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-113,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-114,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-115,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-116,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-117,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-118,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-119,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-120,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-121,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-122,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-123,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-124,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-125,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-126,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-127,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-128,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-129,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-130,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-131,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-132,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-133,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-134,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-135,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-136,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-137,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-138,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-139,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-140,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-141,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-142,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-143,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-144,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-145,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-146,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-147,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-148,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-149,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-150,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-151,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-152,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-153,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-154,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-155,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-156,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-157,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-158,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-159,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-160,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-161,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-162,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-163,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-164,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-165,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-166,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-167,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-168,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-169,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-170,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-171,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-172,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-173,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-174,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-175,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-176,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-177,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-178,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-179,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-180,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-181,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-182,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-183,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-184,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-185,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-186,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-187,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-188,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-189,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-190,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-191,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-192,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-193,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-194,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-195,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-196,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-197,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-198,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-199,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-200,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-201,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-202,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-203,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-204,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-205,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-206,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-207,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-208,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-209,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-210,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-211,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-212,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-213,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-214,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-215,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-216,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-217,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-218,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-219,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-220,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-221,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-222,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-223,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-224,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-225,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-226,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-227,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-228,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-229,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-230,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-231,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-232,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-233,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-234,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-235,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-236,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-237,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-238,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-239,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-240,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-241,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-242,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-243,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-244,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-245,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-246,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-247,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-248,G3,A10,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-249,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A10-250,G3,A10,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-001,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-002,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-003,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-004,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-005,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-006,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-007,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-008,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-009,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-010,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-011,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-012,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-013,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-014,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-015,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-016,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-017,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-018,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-019,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-020,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-021,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-022,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-023,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-024,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-025,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-026,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-027,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-028,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-029,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-030,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-031,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-032,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-033,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-034,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-035,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-036,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-037,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-038,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-039,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-040,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-041,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-042,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-043,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-044,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-045,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-046,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-047,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-048,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-049,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-050,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-051,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-052,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-053,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-054,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-055,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-056,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-057,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-058,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-059,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-060,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-061,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-062,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-063,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-064,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-065,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-066,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-067,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-068,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-069,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-070,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-071,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-072,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-073,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-074,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-075,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-076,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-077,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-078,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-079,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-080,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-081,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-082,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-083,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-084,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-085,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-086,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-087,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-088,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-089,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-090,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-091,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-092,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-093,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-094,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-095,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-096,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-097,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-098,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-099,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-100,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-101,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-102,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-103,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-104,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-105,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-106,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-107,G3,A11,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-108,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-109,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-110,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-111,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-112,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-113,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-114,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-115,G3,A11,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A11-116,G3,A11,false,deterministic_derivation_from_manuscript_summary
