mechanism,trial_id,service_effect,predicate,evidence_class
CausalCred,digest-118,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-119,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-120,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-121,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-122,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-123,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-124,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-125,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-126,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-127,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-128,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-129,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-130,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-131,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-132,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-133,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-134,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-135,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-136,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-137,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-138,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-139,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-140,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-141,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-142,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-143,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-144,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-145,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-146,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-147,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-148,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-149,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-150,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-151,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-152,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-153,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-154,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-155,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-156,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-157,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-158,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-159,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-160,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-161,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-162,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-163,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-164,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-165,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-166,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-167,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-168,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-169,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-170,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-171,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-172,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-173,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-174,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-175,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-176,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-177,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-178,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-179,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-180,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-181,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-182,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-183,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-184,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-185,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-186,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-187,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-188,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-189,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-190,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-191,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-192,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-193,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-194,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-195,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-196,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-197,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-198,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-199,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-200,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-201,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-202,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-203,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-204,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-205,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-206,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-207,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-208,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-209,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-210,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-211,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-212,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-213,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-214,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-215,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-216,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-217,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-218,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-219,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-220,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-221,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-222,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-223,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-224,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-225,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-226,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-227,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-228,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-229,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-230,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-231,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-232,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-233,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-234,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-235,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-236,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-237,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-238,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-239,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-240,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-241,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-242,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-243,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-244,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-245,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-246,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-247,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-248,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-249,false,protected_effect,deterministic_derivation_from_manuscript_summary
CausalCred,digest-250,false,protected_effect,deterministic_derivation_from_manuscript_summary
