trial_id,initial_policy_decision,final_policy_decision,evidence_class
benign-1389,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1390,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1391,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1392,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1393,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1394,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1395,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1396,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1397,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1398,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1399,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1400,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1401,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1402,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1403,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1404,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1405,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1406,permit,deny,deterministic_derivation_from_manuscript_summary
benign-1407,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1408,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1409,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1410,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1411,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1412,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1413,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1414,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1415,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1416,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1417,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1418,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1419,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1420,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1421,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1422,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1423,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1424,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1425,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1426,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1427,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1428,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1429,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1430,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1431,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1432,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1433,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1434,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1435,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1436,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1437,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1438,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1439,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1440,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1441,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1442,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1443,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1444,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1445,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1446,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1447,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1448,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1449,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1450,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1451,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1452,permit,deny,deterministic_derivation_from_manuscript_summary
benign-1453,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1454,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1455,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1456,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1457,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1458,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1459,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1460,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1461,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1462,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1463,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1464,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1465,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1466,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1467,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1468,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1469,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1470,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1471,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1472,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1473,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1474,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1475,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1476,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1477,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1478,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1479,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1480,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1481,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1482,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1483,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1484,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1485,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1486,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1487,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1488,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1489,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1490,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1491,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1492,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1493,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1494,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1495,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1496,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1497,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1498,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1499,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1500,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1501,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1502,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1503,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1504,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1505,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1506,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1507,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1508,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1509,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1510,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1511,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1512,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1513,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1514,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1515,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1516,permit,deny,deterministic_derivation_from_manuscript_summary
benign-1517,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1518,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1519,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1520,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1521,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1522,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1523,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1524,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1525,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1526,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1527,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1528,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1529,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1530,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1531,permit,deny,deterministic_derivation_from_manuscript_summary
benign-1532,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1533,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1534,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1535,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1536,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1537,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1538,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1539,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1540,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1541,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1542,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1543,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1544,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1545,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1546,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1547,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1548,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1549,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1550,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1551,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1552,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1553,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1554,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1555,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1556,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1557,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1558,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1559,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1560,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1561,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1562,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1563,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1564,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1565,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1566,permit,deny,deterministic_derivation_from_manuscript_summary
benign-1567,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1568,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1569,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1570,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1571,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1572,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1573,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1574,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1575,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1576,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1577,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1578,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1579,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1580,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1581,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1582,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1583,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1584,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1585,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1586,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1587,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1588,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1589,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1590,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1591,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1592,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1593,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1594,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1595,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1596,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1597,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1598,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1599,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1600,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1601,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1602,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1603,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1604,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1605,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1606,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1607,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1608,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1609,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1610,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1611,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1612,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1613,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1614,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1615,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1616,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1617,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1618,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1619,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1620,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1621,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1622,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1623,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1624,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1625,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1626,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1627,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1628,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1629,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1630,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1631,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1632,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1633,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1634,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1635,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1636,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1637,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1638,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1639,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1640,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1641,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1642,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1643,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1644,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1645,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1646,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1647,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1648,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1649,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1650,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1651,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1652,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1653,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1654,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1655,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1656,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1657,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1658,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1659,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1660,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1661,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1662,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1663,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1664,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1665,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1666,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1667,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1668,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1669,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1670,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1671,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1672,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1673,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1674,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1675,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1676,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1677,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1678,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1679,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1680,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1681,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1682,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1683,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1684,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1685,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1686,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1687,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1688,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1689,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1690,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1691,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1692,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1693,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1694,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1695,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1696,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1697,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1698,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1699,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1700,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1701,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1702,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1703,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1704,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1705,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1706,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1707,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1708,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1709,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1710,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1711,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1712,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1713,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1714,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1715,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1716,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1717,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1718,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1719,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1720,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1721,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1722,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1723,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1724,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1725,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1726,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1727,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1728,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1729,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1730,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1731,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1732,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1733,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1734,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1735,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1736,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1737,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1738,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1739,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1740,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1741,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1742,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1743,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1744,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1745,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1746,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1747,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1748,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1749,permit,deny,deterministic_derivation_from_manuscript_summary
benign-1750,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1751,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1752,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1753,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1754,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1755,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1756,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1757,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1758,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1759,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1760,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1761,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1762,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1763,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1764,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1765,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1766,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1767,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1768,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1769,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1770,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1771,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1772,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1773,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1774,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1775,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1776,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1777,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1778,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1779,permit,deny,deterministic_derivation_from_manuscript_summary
benign-1780,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1781,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1782,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1783,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1784,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1785,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1786,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1787,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1788,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1789,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1790,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1791,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1792,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1793,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1794,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1795,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1796,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1797,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1798,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1799,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1800,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1801,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1802,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1803,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1804,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1805,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1806,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1807,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1808,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1809,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1810,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1811,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1812,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1813,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1814,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1815,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1816,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1817,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1818,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1819,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1820,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1821,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1822,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1823,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1824,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1825,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1826,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1827,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1828,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1829,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1830,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1831,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1832,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1833,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1834,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1835,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1836,permit,permit,deterministic_derivation_from_manuscript_summary
benign-1837,deny,permit,deterministic_derivation_from_manuscript_summary
benign-1838,permit,permit,deterministic_derivation_from_manuscript_summary
